customerID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,Churn,AgeGroup
6295-OSINB,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,72,109.65,6181,4,No,Under 30
3308-MHOOC,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,19.2,3383,3,No,Middle Age (30–59)
2309-OSFEU,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,10,33.9,2529,1,Yes,Middle Age (30–59)
2207-QPJED,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,37,90.0,4048,4,No,Senior (≥ 60)
4177-JPDFU,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,12,34.0,3215,3,No,Middle Age (30–59)
2239-CFOUJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,1,20.4,4540,4,No,Under 30
8046-DNVTL,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),62,38.6,4558,4,No,Middle Age (30–59)
2209-XADXF,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),1,25.25,4831,5,No,Middle Age (30–59)
6620-JDYNW,No,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,18,60.6,4459,3,No,Middle Age (30–59)
1891-FZYSA,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,69,89.95,6363,1,Yes,Senior (≥ 60)
4770-UEZOX,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,2,74.75,4545,3,No,Under 30
1038-RQOST,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19,20.6,2276,3,No,Middle Age (30–59)
7613-LLQFO,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,12,84.45,3330,2,Yes,Middle Age (30–59)
4568-TTZRT,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,9,20.4,5380,5,No,Middle Age (30–59)
9513-DXHDA,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,27,81.7,2445,4,No,Middle Age (30–59)
2640-PMGFL,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,27,79.5,2518,1,Yes,Middle Age (30–59)
3801-HMYNL,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,1,89.15,3123,1,Yes,Middle Age (30–59)
0516-QREYC,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24,20.3,3740,5,No,Senior (≥ 60)
9685-WKZGT,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,14,74.95,2075,3,Yes,Senior (≥ 60)
6022-UGGSO,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,32,74.4,2091,1,Yes,Senior (≥ 60)
8084-OIVBS,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,11,20.0,3731,4,No,Middle Age (30–59)
8896-BQTTI,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,25.0,2371,3,No,Middle Age (30–59)
3865-QBWSJ,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,38,80.45,2926,3,No,Senior (≥ 60)
3352-RICWQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,9,19.75,2427,4,No,Middle Age (30–59)
2160-GPFXD,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),54,65.65,5725,3,No,Under 30
2065-MMKGR,No,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),29,71.0,4226,5,No,Middle Age (30–59)
5857-TYBCJ,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,44,89.2,2925,4,No,Senior (≥ 60)
1498-NHTLT,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,59,86.75,5020,3,No,Under 30
4484-CGXFK,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,3,55.3,3190,1,Yes,Middle Age (30–59)
1402-PTHGN,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,18,61.5,3479,4,No,Under 30
4176-RELJR,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),67,25.1,6388,3,No,Senior (≥ 60)
6214-EDAKZ,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,22,55.15,5115,2,Yes,Middle Age (30–59)
5199-FPUSP,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33,34.05,3044,3,No,Middle Age (30–59)
6377-KSLXC,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,5,19.95,4281,5,No,Middle Age (30–59)
1796-JANOW,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2,19.95,4079,4,No,Middle Age (30–59)
0238-WHBIQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),72,89.7,4193,3,No,Under 30
8735-NBLWT,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,9,20.4,4195,4,No,Middle Age (30–59)
6651-RLGGM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,67,26.3,6066,5,No,Middle Age (30–59)
6127-ISGTU,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,16,84.95,3075,3,Yes,Middle Age (30–59)
1614-JBEBI,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,8,20.7,3330,5,No,Middle Age (30–59)
8740-XLHDR,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,5,43.25,5824,2,Yes,Middle Age (30–59)
1208-DNHLN,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),23,48.35,4580,2,Yes,Middle Age (30–59)
1761-AEZZR,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,79.55,5593,2,Yes,Middle Age (30–59)
3923-CSIHK,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50,71.05,5746,3,Yes,Senior (≥ 60)
5696-EXCYS,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),17,19.45,5347,4,No,Middle Age (30–59)
5795-KTGUD,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),68,110.8,4545,3,No,Middle Age (30–59)
7120-RFMVS,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,1,84.5,4340,2,Yes,Middle Age (30–59)
7924-GJZFI,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25,69.3,4442,4,No,Senior (≥ 60)
4702-HDRKD,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67,49.35,5905,3,No,Middle Age (30–59)
8512-WIWYV,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32,20.35,2433,5,No,Under 30
5897-ZYEKH,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,67,105.6,5768,3,No,Senior (≥ 60)
5456-ITGIC,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72,64.45,5295,5,No,Senior (≥ 60)
7317-GGVPB,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),71,108.6,4982,1,Yes,Middle Age (30–59)
1406-PUQVY,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,1,49.9,3239,5,No,Under 30
1322-AGOQM,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),46,30.3,2243,2,Yes,Middle Age (30–59)
3677-IYRBF,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,2,30.4,4002,1,Yes,Senior (≥ 60)
5692-FPTAH,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,45.4,2168,2,Yes,Middle Age (30–59)
9114-AAFQH,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,48,65.65,5427,3,No,Under 30
8715-KKTFG,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),61,103.3,5401,5,No,Middle Age (30–59)
1550-LOAHA,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),32,84.15,4017,2,Yes,Middle Age (30–59)
1728-BQDMA,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,44.45,5694,3,No,Under 30
0268-QKIWO,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,3,19.75,2647,3,Yes,Middle Age (30–59)
0876-WDUUZ,No,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),5,85.4,3716,2,Yes,Middle Age (30–59)
5117-ZSMHQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),71,89.9,5835,5,No,Under 30
5151-HQRDG,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,37,55.05,3839,5,No,Middle Age (30–59)
0960-HUWBM,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65,104.1,4024,4,No,Middle Age (30–59)
6465-GSRCL,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),67,106.6,5895,4,No,Under 30
0617-FHSGK,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),49,75.2,5283,2,Yes,Middle Age (30–59)
0263-FJTQO,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),50,70.5,4022,4,No,Middle Age (30–59)
7319-ZNRTR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25,19.6,2888,4,No,Middle Age (30–59)
2858-MOFSQ,No,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Mailed check,17,55.85,5472,2,Yes,Middle Age (30–59)
7503-EPSZW,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,64,24.05,4582,3,No,Middle Age (30–59)
7089-XXAYG,Yes,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),25,38.1,2315,5,No,Middle Age (30–59)
8118-LSUEL,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,23,106.4,5507,1,Yes,Senior (≥ 60)
8070-AAWZP,Yes,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,24,34.25,2525,4,No,Senior (≥ 60)
1666-JXLKU,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,37,100.05,2904,5,No,Middle Age (30–59)
7855-DIWPO,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21,68.65,2006,5,No,Middle Age (30–59)
5133-POWUA,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,45.8,2614,5,No,Middle Age (30–59)
5652-MSDEY,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,10,75.75,4525,5,No,Middle Age (30–59)
7005-CCBKV,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,6,84.4,4539,3,Yes,Middle Age (30–59)
1810-BOHSY,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),51,96.4,4745,3,No,Middle Age (30–59)
1784-BXEFA,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,10,20.55,3595,3,No,Middle Age (30–59)
7351-MHQVU,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),6,50.95,3474,3,No,Middle Age (30–59)
9224-VTYID,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,47,90.5,3413,3,No,Middle Age (30–59)
9500-IWPXQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,61,79.4,4666,3,No,Middle Age (30–59)
5762-TJXGK,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),52,58.75,5122,4,No,Middle Age (30–59)
4504-YOULA,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),35,59.45,3682,3,No,Middle Age (30–59)
5569-IDSEY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),71,105.7,4420,4,No,Middle Age (30–59)
4250-FDVOU,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,6,56.25,4110,1,Yes,Middle Age (30–59)
7284-ZZLOH,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),45,53.3,2929,3,No,Middle Age (30–59)
5277-ZLOOR,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2,85.55,5512,3,Yes,Senior (≥ 60)
2141-RRYGO,No,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),4,68.65,5274,3,Yes,Middle Age (30–59)
1777-JYQPJ,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,24.3,2515,4,No,Under 30
6376-GAHQE,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,4,77.85,2140,2,Yes,Middle Age (30–59)
3401-URHDA,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),51,59.9,5233,3,No,Middle Age (30–59)
1599-EAHXY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),60,23.95,5449,5,No,Middle Age (30–59)
8631-XVRZL,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,9,20.15,4004,4,No,Middle Age (30–59)
5052-PNLOS,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3,105.35,3662,3,Yes,Middle Age (30–59)
3853-LYGAM,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),17,95.65,3139,4,No,Middle Age (30–59)
6979-ZNSFF,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,8,87.05,2545,1,Yes,Middle Age (30–59)
5751-USDBL,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,46,81.0,4280,4,No,Middle Age (30–59)
5680-LQOGP,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),68,82.45,5308,3,No,Under 30
2386-LAHRK,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,1,53.5,5094,1,Yes,Under 30
8189-DUKMV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),4,20.5,3233,5,No,Middle Age (30–59)
6032-IGALN,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,25.1,4769,1,Yes,Middle Age (30–59)
9931-DCEZH,No,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),28,54.4,4711,3,No,Middle Age (30–59)
1898-JSNDC,No,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),39,58.6,5662,4,No,Under 30
0315-LVCRK,No,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,11,84.8,4924,4,No,Middle Age (30–59)
3911-RSNHI,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),71,61.4,5119,4,No,Middle Age (30–59)
2410-CIYFZ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2,20.4,3000,3,No,Middle Age (30–59)
4248-HCETZ,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,30,79.65,2174,3,Yes,Senior (≥ 60)
5505-OVWQW,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,17,20.15,4650,5,No,Middle Age (30–59)
7271-AJDTL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55,94.45,5577,5,No,Middle Age (30–59)
1867-TJHTS,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58,79.8,5709,4,No,Middle Age (30–59)
0516-WJVXC,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,5,54.2,5476,1,Yes,Under 30
9174-FKWZE,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,1,19.45,3848,1,Yes,Senior (≥ 60)
6860-YRJZP,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,9,74.05,2003,5,No,Senior (≥ 60)
4429-WYGFR,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),26,49.15,2752,4,No,Middle Age (30–59)
2817-LVCPP,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),50,19.4,6233,5,No,Middle Age (30–59)
5038-ETMLM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),72,113.65,5411,3,No,Middle Age (30–59)
5056-FIMPT,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),43,106.0,3528,4,No,Middle Age (30–59)
4521-WFJAI,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),56,25.95,4246,3,No,Middle Age (30–59)
6569-KTMDU,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,19.1,3313,5,No,Under 30
8809-RIHDD,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,72,103.4,5055,3,Yes,Middle Age (30–59)
8809-XKHMD,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),72,100.55,6082,5,No,Middle Age (30–59)
0396-YCHWO,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,36,95.4,5111,3,No,Middle Age (30–59)
0867-LDTTC,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),5,75.15,5900,4,No,Middle Age (30–59)
4822-NGOCH,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,13,84.45,5801,2,Yes,Middle Age (30–59)
9391-DXGGG,No,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),44,89.15,4368,4,No,Senior (≥ 60)
9844-FELAJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,70,107.9,5899,3,No,Senior (≥ 60)
2122-SZZZD,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),44,19.5,4220,4,No,Middle Age (30–59)
5307-DZCVC,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),32,85.95,2431,3,Yes,Senior (≥ 60)
3148-AOIQT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),69,24.95,4106,3,No,Under 30
8679-JOEVF,No,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,16,59.4,5556,1,Yes,Senior (≥ 60)
8395-ETZKQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),68,19.5,5443,3,No,Senior (≥ 60)
6692-YQHXC,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),16,69.95,5596,5,No,Middle Age (30–59)
3889-VWBID,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),68,82.85,5184,4,No,Middle Age (30–59)
5222-JCXZT,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4,19.0,3022,4,No,Middle Age (30–59)
9754-CLVZW,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),26,38.85,3970,4,No,Middle Age (30–59)
1432-FPAXX,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29,30.6,3615,2,Yes,Middle Age (30–59)
2739-CCZMB,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),5,20.35,3161,4,No,Middle Age (30–59)
7080-TNUWP,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70,95.0,6259,4,No,Middle Age (30–59)
0496-AHOOK,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),24,74.4,4310,3,No,Middle Age (30–59)
8336-TAVKX,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),72,78.45,4032,3,No,Senior (≥ 60)
2468-SJFLM,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,1,74.3,3063,5,No,Middle Age (30–59)
3181-VTHOE,Yes,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70,51.05,4042,4,No,Under 30
7168-HDQHG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36,19.2,3043,5,No,Middle Age (30–59)
4803-AXVYP,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,38,99.55,3474,1,Yes,Senior (≥ 60)
3884-HCSWG,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,17,70.0,4390,1,Yes,Middle Age (30–59)
4567-AKPIA,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),41,109.1,4854,5,No,Under 30
5077-DXTCG,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,45.3,2293,1,Yes,Middle Age (30–59)
1142-WACZW,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),2,29.85,4268,2,Yes,Middle Age (30–59)
7901-HXJVA,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,14,76.45,2292,4,No,Under 30
5649-ANRML,No,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),2,95.1,4486,3,Yes,Senior (≥ 60)
4892-VLANZ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,1,19.8,5600,3,Yes,Middle Age (30–59)
5924-IFQTT,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,13,72.8,2862,4,No,Middle Age (30–59)
7968-QUXNS,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,6,18.95,5920,4,No,Under 30
2919-HBCJO,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4,76.65,4580,1,Yes,Middle Age (30–59)
4236-XPXAV,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,5,99.15,2283,2,Yes,Middle Age (30–59)
8903-WMRNW,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,15,101.75,2919,3,No,Middle Age (30–59)
2452-SNHFZ,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),47,75.45,4995,4,No,Under 30
3629-WEAAM,No,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,8,64.1,2804,5,No,Under 30
6029-CSMJE,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,17,25.65,3090,3,No,Middle Age (30–59)
7993-NQLJE,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,15,75.1,4634,4,No,Middle Age (30–59)
9909-DFRJA,No,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),26,95.85,3834,3,No,Middle Age (30–59)
9099-FTUHS,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,23,54.4,2989,3,No,Middle Age (30–59)
0581-BXBUB,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,4,72.75,4503,4,No,Senior (≥ 60)
4962-CHQPW,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29,19.85,2941,4,No,Middle Age (30–59)
9467-ROOLM,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25,19.05,2692,5,No,Middle Age (30–59)
3030-YZADT,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,9,44.95,5023,1,Yes,Middle Age (30–59)
7410-KTVFV,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,18,49.55,2815,1,Yes,Middle Age (30–59)
5150-ITWWB,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,94.85,4496,4,No,Senior (≥ 60)
2253-KPMNB,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),69,46.25,4180,4,No,Under 30
1345-ZUKID,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,14,19.35,2400,3,No,Under 30
