Customer ID,Partner,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,CLTV,Satisfaction Score,AgeGroup
6128-CZOMY,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,45.65,4689,2,Middle Age (30–59)
9540-JYROE,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,8,70.1,2899,1,Middle Age (30–59)
2260-USTRB,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),2,70.2,2767,1,Senior (≥ 60)
3656-TKRVZ,No,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,3,55.35,5787,2,Under 30
8623-TMRBY,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,51,84.2,6245,2,Senior (≥ 60)
1501-SGHBW,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,2,45.85,3843,1,Middle Age (30–59)
2612-RANWT,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),12,100.15,3682,2,Under 30
6900-PXRMS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,26,105.75,3157,1,Senior (≥ 60)
3346-BRMIS,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18,48.35,2167,2,Senior (≥ 60)
9986-BONCE,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),4,20.95,5822,1,Middle Age (30–59)
2722-JMONI,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,49.55,4989,1,Senior (≥ 60)
4083-EUGRJ,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,9,20.25,3361,1,Middle Age (30–59)
7579-OOPEC,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),2,50.15,5461,1,Senior (≥ 60)
1771-OADNZ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,29,95.9,2151,3,Senior (≥ 60)
0612-RTZZA,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,25.25,4628,2,Senior (≥ 60)
6410-LEFEN,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,9,45.15,3757,1,Middle Age (30–59)
3194-ORPIK,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50,84.4,5135,1,Middle Age (30–59)
8816-VXNZD,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,75.1,4335,2,Middle Age (30–59)
1723-HKXJQ,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,42,101.75,5545,2,Middle Age (30–59)
7825-GKXMW,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,45.8,5973,1,Middle Age (30–59)
0836-SEYLU,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,9,40.65,4800,1,Middle Age (30–59)
4433-JCGCG,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,46,101.0,2436,1,Senior (≥ 60)
3716-BDVDB,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.1,5795,1,Middle Age (30–59)
5899-MQZZL,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,13,75.0,2189,2,Under 30
6849-OYAMU,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),19,100.0,2608,2,Middle Age (30–59)
9488-HGMJH,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,71.15,5287,3,Senior (≥ 60)
6038-GCYEC,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24,54.15,5153,1,Under 30
1150-WFARN,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),67,108.75,5516,1,Middle Age (30–59)
3144-AUDBS,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,6,49.15,5271,1,Middle Age (30–59)
5616-PRTNT,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20,19.4,3785,2,Middle Age (30–59)
4818-QIUFN,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,20,79.15,4997,1,Senior (≥ 60)
5288-AHOUP,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,11,78.5,4333,3,Senior (≥ 60)
6688-UZPWD,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,11,102.0,5750,1,Middle Age (30–59)
2839-RFSQE,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2,20.65,3845,2,Middle Age (30–59)
0968-GSIKN,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,70.8,3901,3,Under 30
9057-SIHCH,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,96.6,3260,1,Middle Age (30–59)
6771-XWBDM,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57,104.5,4471,1,Middle Age (30–59)
2897-DOVND,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,69.8,3527,3,Middle Age (30–59)
8601-QACRS,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,5,50.6,2353,2,Middle Age (30–59)
2391-SOORI,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,4,49.35,5858,1,Middle Age (30–59)
2645-QTLMB,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,7,94.25,5267,3,Under 30
4806-HIPDW,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,68.95,5644,2,Middle Age (30–59)
4424-TKOPW,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,2,93.85,4998,1,Senior (≥ 60)
8443-ZRDBZ,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,76.05,3685,1,Middle Age (30–59)
7479-NITWS,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),7,89.35,4154,1,Middle Age (30–59)
2959-MJHIC,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,4,80.35,4167,1,Middle Age (30–59)
4201-JMNGR,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,1,55.8,5527,1,Senior (≥ 60)
5960-WPXQM,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,1,79.05,3555,1,Under 30
0684-AOSIH,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1,95.0,4489,1,Middle Age (30–59)
8260-NGFNY,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,25.2,3196,2,Under 30
1866-RZZQS,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,41,98.4,2169,1,Senior (≥ 60)
8631-NBHFZ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),66,79.4,5910,1,Senior (≥ 60)
4958-XCBDQ,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,35,101.4,3689,3,Senior (≥ 60)
8337-UPOAQ,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,10,89.8,5124,2,Senior (≥ 60)
1725-IQNIY,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54,109.75,6274,2,Middle Age (30–59)
6712-OAWRH,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,26,91.25,5154,3,Senior (≥ 60)
1508-DFXCU,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,12,81.45,2916,3,Middle Age (30–59)
8614-VGMMV,No,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,15,49.1,5209,1,Middle Age (30–59)
2930-UOTMB,No,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),31,65.25,4403,1,Under 30
5914-DVBWJ,No,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,18,85.45,5145,1,Senior (≥ 60)
8644-XLFBW,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,71.65,5674,2,Senior (≥ 60)
0650-BWOZN,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,18,73.55,5313,3,Senior (≥ 60)
8625-AZYZY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,24,104.65,4734,3,Middle Age (30–59)
9306-CPCBC,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,74.25,3207,3,Middle Age (30–59)
1833-VGRUM,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,74.2,4684,2,Senior (≥ 60)
6137-NICCO,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,6,94.05,3083,3,Middle Age (30–59)
8374-XGEJJ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43,101.0,3123,1,Senior (≥ 60)
2656-TABEH,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4,100.2,2650,2,Middle Age (30–59)
6946-LMSQS,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,25,89.05,2673,1,Senior (≥ 60)
2325-ZUSFD,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),57,70.1,4669,1,Middle Age (30–59)
3932-CMDTD,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,4,105.65,4663,2,Under 30
7714-YXSMB,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),26,100.5,2921,3,Middle Age (30–59)
4039-HEUNW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,36,96.5,4652,3,Senior (≥ 60)
0812-WUPTB,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,1,70.85,3022,2,Senior (≥ 60)
3594-UVONA,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),35,85.95,3833,1,Under 30
0004-TLHLJ,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,4,73.9,4479,1,Middle Age (30–59)
5089-IFSDP,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58,109.45,6424,1,Middle Age (30–59)
4817-VYYWS,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,30,100.2,3598,1,Under 30
5299-SJCZT,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),3,101.55,4480,3,Middle Age (30–59)
2403-BCASL,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,41,111.95,3711,2,Senior (≥ 60)
2898-LSJGD,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,21,55.95,5531,1,Middle Age (30–59)
7359-PTSXY,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,45.75,3531,1,Middle Age (30–59)
4503-BDXBD,No,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,11,74.95,4251,1,Middle Age (30–59)
6086-ESGRL,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),1,80.15,3947,1,Middle Age (30–59)
3886-CERTZ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,72,109.25,4261,1,Middle Age (30–59)
5759-RCVCB,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),3,35.2,5450,1,Under 30
8938-UMKPI,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,47,106.4,4804,1,Middle Age (30–59)
0991-BRRFB,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,18,49.4,4028,1,Middle Age (30–59)
3871-IKPYH,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,69.1,2767,3,Senior (≥ 60)
6319-IEJWJ,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,20,90.2,2058,1,Middle Age (30–59)
9025-AOMKI,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),6,93.55,5617,2,Middle Age (30–59)
5275-SQEIZ,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,1,80.85,3096,1,Middle Age (30–59)
7716-YTYHG,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,48,82.05,3365,2,Middle Age (30–59)
4390-KYULV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),3,20.55,4115,1,Middle Age (30–59)
1304-NECVQ,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,2,78.55,5203,2,Senior (≥ 60)
8945-GRKHX,No,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,1,78.65,2728,1,Middle Age (30–59)
6959-UWKHF,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,42.9,4895,1,Middle Age (30–59)
3815-SLMEF,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,3,34.25,2802,1,Under 30
5154-VEKBL,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,9,58.5,3032,1,Middle Age (30–59)
5655-JSMZM,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49,96.2,5904,2,Senior (≥ 60)
4505-EXZHB,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,6,74.4,3964,1,Senior (≥ 60)
7225-CBZPL,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,17,94.8,4831,3,Senior (≥ 60)
4587-VVTOX,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,6,105.3,4163,1,Under 30
4652-NNHNY,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),16,73.85,3226,1,Middle Age (30–59)
8972-HJWNV,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,7,84.55,5245,1,Senior (≥ 60)
2860-RANUS,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),20,85.8,3336,1,Senior (≥ 60)
5261-QSHQM,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,4,24.45,4909,1,Middle Age (30–59)
8868-WOZGU,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,28,105.7,2464,3,Middle Age (30–59)
1334-FJSVR,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,24.25,2846,1,Middle Age (30–59)
7625-XCQRH,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,11,76.5,2291,3,Middle Age (30–59)
6986-IXNDM,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,14,92.9,4296,3,Middle Age (30–59)
1731-TVIUK,No,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,4,93.5,4554,2,Middle Age (30–59)
0406-BPDVR,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),54,101.5,6405,2,Senior (≥ 60)
0618-XWMSS,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28,74.9,5392,1,Middle Age (30–59)
5276-KQWHG,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,69.6,4596,3,Senior (≥ 60)
0420-HLGXF,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,39,99.75,3860,3,Senior (≥ 60)
2565-JSLRY,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,24.05,3162,2,Under 30
6689-KXGBO,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,1,50.55,3420,1,Middle Age (30–59)
6615-NGGZJ,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,14,100.55,5224,2,Middle Age (30–59)
4255-DDUOU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,20.5,2398,1,Middle Age (30–59)
2984-MIIZL,No,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4,74.8,5882,1,Middle Age (30–59)
3677-TNKIO,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),14,71.0,3228,1,Under 30
9667-EQRXU,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,30,40.3,3016,2,Senior (≥ 60)
3329-WDIOK,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,3,50.6,4800,1,Middle Age (30–59)
2873-ZLIWT,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,40,84.85,5764,2,Middle Age (30–59)
3415-TAILE,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,2,65.7,4265,1,Under 30
1915-IOFGU,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,1,70.5,4123,2,Middle Age (30–59)
3045-XETSH,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,10,94.85,3074,3,Middle Age (30–59)
7683-CBDKJ,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,14,65.45,2881,1,Middle Age (30–59)
0946-CLJTI,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,58,98.7,4662,1,Senior (≥ 60)
0916-QOFDP,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,14,95.8,3471,3,Senior (≥ 60)
0628-CNQRM,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),22,67.5,3378,1,Middle Age (30–59)
7665-TOALD,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,69.6,2412,1,Under 30
0112-QWPNC,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,49,84.35,6452,2,Middle Age (30–59)
0324-BRPCJ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,68,100.2,4481,1,Senior (≥ 60)
2777-PHDEI,No,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,1,78.05,3458,1,Under 30
1196-AMORA,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,7,73.6,2679,1,Middle Age (30–59)
4282-YMKNA,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,9,74.75,5003,2,Middle Age (30–59)
5356-RHIPP,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,20.2,5355,1,Middle Age (30–59)
9189-JWSHV,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24,93.55,4937,2,Senior (≥ 60)
0746-JTRFU,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,2,25.05,4810,1,Under 30
0576-WNXXC,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,27,95.55,2999,1,Senior (≥ 60)
4628-CTTLA,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,57,39.3,4917,1,Under 30
2876-VBBBL,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,1,20.25,2783,2,Middle Age (30–59)
5597-GLBUC,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1,85.45,4931,2,Middle Age (30–59)
4822-YCXMX,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,25,84.8,4203,1,Middle Age (30–59)
9821-POOTN,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35,75.2,4639,2,Middle Age (30–59)
6559-ILWKJ,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,71,49.35,4879,1,Middle Age (30–59)
4229-CZMLL,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,6,74.9,4160,1,Middle Age (30–59)
9741-YLNTD,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),6,87.95,2684,3,Middle Age (30–59)
3663-MITLP,No,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,15,101.25,3968,3,Middle Age (30–59)
3285-UCQVC,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),37,28.6,4429,2,Middle Age (30–59)
5482-PLVPE,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,2,24.35,3278,1,Senior (≥ 60)
4902-OHLSK,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,29,98.65,4235,1,Senior (≥ 60)
0495-ZBNGW,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5,79.9,4324,2,Senior (≥ 60)
2357-COQEK,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,28,103.3,4136,2,Senior (≥ 60)
3737-GCSPV,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),11,96.2,3101,1,Middle Age (30–59)
5934-RMPOV,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,22,84.75,4240,3,Middle Age (30–59)
4088-YLDSU,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,55,104.15,4369,1,Under 30
2034-CGRHZ,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),24,102.95,5245,3,Senior (≥ 60)
5797-APWZC,No,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,1,90.6,2540,1,Middle Age (30–59)
3683-QKIUE,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),6,50.8,4713,2,Middle Age (30–59)
4228-ZGYUW,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,4,90.05,3212,3,Middle Age (30–59)
3519-ZKXGG,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,3,75.85,4062,2,Middle Age (30–59)
6416-TVAIH,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,1,68.5,5753,3,Middle Age (30–59)
5108-ADXWO,No,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,11,73.5,4509,1,Middle Age (30–59)
3066-RRJIO,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,1,69.95,5341,3,Under 30
6715-OFDBP,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,5,70.05,4944,1,Middle Age (30–59)
1567-DSCIC,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,8,94.0,2632,1,Middle Age (30–59)
2150-UWTFY,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,22,61.15,4626,1,Under 30
2683-BPJSO,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29,84.45,2651,1,Middle Age (30–59)
9360-AHGNL,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,43,109.55,5863,2,Senior (≥ 60)
5485-WUYWF,No,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),2,66.4,4522,1,Senior (≥ 60)
8818-DOPVL,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,46,104.45,4103,3,Senior (≥ 60)
2632-UCGVD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66,100.05,4512,2,Senior (≥ 60)
5445-PZWGX,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,62,102.0,5090,1,Middle Age (30–59)
9170-CCKOU,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),17,90.2,2026,1,Middle Age (30–59)
3814-MLAXC,No,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),31,79.85,2554,1,Middle Age (30–59)
1226-UDFZR,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,2,49.6,3599,1,Under 30
6425-YQLLO,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),66,105.95,6117,2,Senior (≥ 60)
5442-UTCVD,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,3,91.85,2704,1,Middle Age (30–59)
7734-DBOAI,Yes,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,1,40.1,5434,1,Middle Age (30–59)
2091-RFFBA,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,31,73.9,2560,1,Senior (≥ 60)
